Count of jobtitle,,
Row Labels,Total,probablity
secretary in commerce,1,1.56311E-05
secretary in estate agents office,1,1.56311E-05
secretary in fathers ironworks,1,1.56311E-05
secretary of friendly society,1,1.56311E-05
secretary of insurance company,1,1.56311E-05
secretary of prudential insurance,1,1.56311E-05
secretary of public company,1,1.56311E-05
secretary to bengal government,1,1.56311E-05
secretary to engineering company,1,1.56311E-05
secretary to goods' agent on railway,1,1.56311E-05
secretary to john ruskin,1,1.56311E-05
secretary to manager,1,1.56311E-05
secretary to missionary society,1,1.56311E-05
secretary to prtner in shipping line,1,1.56311E-05
secretary to publisher,1,1.56311E-05
secretary to solicitor,1,1.56311E-05
secretary to solicitors,1,1.56311E-05
secretary to surgeon,1,1.56311E-05
secretary to the grand united order of oddfellows,1,1.56311E-05
secretary to the rajah,1,1.56311E-05
secretary to tobacco company,1,1.56311E-05
"secretary, co-operative society",1,1.56311E-05
"secretary, electricity board office",1,1.56311E-05
"secretary, gwr",1,1.56311E-05
secretary/short hand typist,1,1.56311E-05
secretary/typist,1,1.56311E-05
security officer,2,3.12622E-05
seed and manure merchant,1,1.56311E-05
seed grower,1,1.56311E-05
seed shop manager,1,1.56311E-05
seed warehouse porter,1,1.56311E-05
seedsman,2,3.12622E-05
seedsman [retail],7,0.000109418
seedsman & gardener,1,1.56311E-05
seedsman gardener,1,1.56311E-05
seedsman specialist,1,1.56311E-05
seedsmans assistant,3,4.68933E-05
self acting minder,1,1.56311E-05
self actor minder,1,1.56311E-05
self actor minder (cotton mill),4,6.25244E-05
self actor minder (cotton),5,7.81555E-05
self-acting minder,1,1.56311E-05
self-acting minder (cotton spinning),1,1.56311E-05
self-acting twiner (cotton industry),1,1.56311E-05
self-actor minder,2,3.12622E-05
semi skilled insulation engineer,1,1.56311E-05
semi skilled machinist,2,3.12622E-05
semi skilled worker at iron works,1,1.56311E-05
sempstress,8,0.000125049
senior audit clerk,1,1.56311E-05
senior civil servant (labour exchange),1,1.56311E-05
senior clerk,1,1.56311E-05
senior contract engineer,1,1.56311E-05
senior curate,1,1.56311E-05
senior english master,1,1.56311E-05
"senior executive, tobacco company",1,1.56311E-05
senior farm hand,1,1.56311E-05
senior master huntsman,1,1.56311E-05
senior partner,1,1.56311E-05
serge weaver,1,1.56311E-05
sergeant,5,7.81555E-05
sergeant in army,2,3.12622E-05
sergeant in kildare rifles,1,1.56311E-05
sergeant in rural police,1,1.56311E-05
sergeant major in 1st midlothian coast artillery v,1,1.56311E-05
"sergeant major, royal artillery",1,1.56311E-05
sergeant metropolitan police,1,1.56311E-05
sergeant of police,2,3.12622E-05
sergeant ra,1,1.56311E-05
sergeant rga,1,1.56311E-05
sergeant royal artilary,1,1.56311E-05
sergeant royal engineers,1,1.56311E-05
sergeant royal marines,1,1.56311E-05
"sergeant, army",4,6.25244E-05
"sergeant, grenadier guards",1,1.56311E-05
"sergeant, royal engineers",1,1.56311E-05
"sergeant, royal garrison artillery",1,1.56311E-05
"sergeant, royal marines",1,1.56311E-05
"sergeant, royal sussex regiment",1,1.56311E-05
sergeon,1,1.56311E-05
sergt ra,1,1.56311E-05
servanmt,1,1.56311E-05
servant,907,0.014177413
servant - cook,1,1.56311E-05
servant (farm),1,1.56311E-05
servant (indoor),2,3.12622E-05
servant (porter),3,4.68933E-05
servant and nursemaid,1,1.56311E-05
servant at inn,1,1.56311E-05
servant dairyman,1,1.56311E-05
servant in husbandry,3,4.68933E-05
servant in inn,1,1.56311E-05
servant maid,3,4.68933E-05
servant woman,1,1.56311E-05
"servant, domestic",1,1.56311E-05
servants registry office keeper,1,1.56311E-05
served in royal navy,1,1.56311E-05
service,1,1.56311E-05
service at iron founders home,1,1.56311E-05
serviceman,1,1.56311E-05
serving in raf,1,1.56311E-05
serving man,1,1.56311E-05
setmaker (journeyman),1,1.56311E-05
setter-up of machines,1,1.56311E-05
setting machine tenter,1,1.56311E-05
sewer,3,4.68933E-05
sewer (aircraft factory),1,1.56311E-05
sewer man,1,1.56311E-05
sewing machine agent,1,1.56311E-05
sewing machine factory manager,1,1.56311E-05
sewing machine factory worker,1,1.56311E-05
sewing machine operator,1,1.56311E-05
sewing machinist,10,0.000156311
sewing machinist (finisher),1,1.56311E-05
sewing maid,2,3.12622E-05
sewing mistress (school),1,1.56311E-05
sewing teacher,2,3.12622E-05
sewing woman,1,1.56311E-05
sexton,7,0.000109418
sgt army,1,1.56311E-05
sgt major in royal artillery,1,1.56311E-05
sgt rifle brigade,1,1.56311E-05
"sgt, swb",1,1.56311E-05
sgt/instructor army,1,1.56311E-05
shale miner,4,6.25244E-05
shawl printer,1,1.56311E-05
shawl weaver,1,1.56311E-05
shear finisher,1,1.56311E-05
shear striker,1,1.56311E-05
shearmaker,2,3.12622E-05
shearman,1,1.56311E-05
shearsman,1,1.56311E-05
shearsmith,1,1.56311E-05
sheep farmer,5,7.81555E-05
sheep salesman,1,1.56311E-05
sheep shear forger,1,1.56311E-05
sheet iron roller,2,3.12622E-05
sheet metal worker,5,7.81555E-05
sheet metal worker (railway carriages ),1,1.56311E-05
sheet metal worker & body builder,1,1.56311E-05
sheet steel parer,2,3.12622E-05
shell polisher,1,1.56311E-05
shepherd,150,0.002344666
shepherd farm lab,1,1.56311E-05
sheriffs constable,1,1.56311E-05
sheriffs officer,5,7.81555E-05
sherrif's officer,1,1.56311E-05
shiner,2,3.12622E-05
shingler,3,4.68933E-05
shingler (iron and steelworks),1,1.56311E-05
ship and boat builder,1,1.56311E-05
ship and engine fitter at dockyard,2,3.12622E-05
ship and insurance broker,1,1.56311E-05
ship broker,7,0.000109418
ship broker & agent,1,1.56311E-05
ship builder,3,4.68933E-05
ship builders manager,1,1.56311E-05
ship captain,1,1.56311E-05
ship carpenter,6,9.37866E-05
ship caulker,6,9.37866E-05
ship clerk,1,1.56311E-05
ship flag manufacturer,1,1.56311E-05
ship joiner,6,9.37866E-05
ship joiner (dockyard),1,1.56311E-05
ship owner,6,9.37866E-05
ship owner & merchant,1,1.56311E-05
ship owner and master mariner,1,1.56311E-05
ship owners clerk,1,1.56311E-05
ship painter,1,1.56311E-05
ship repairer,1,1.56311E-05
ship rigger,1,1.56311E-05
ship rivetter,1,1.56311E-05
ship steward,2,3.12622E-05
ship wright,3,4.68933E-05
ship's cabinet maker,1,1.56311E-05
ship's captain,3,4.68933E-05
ship's carpenter,3,4.68933E-05
ship's chef,1,1.56311E-05
ship's husband,2,3.12622E-05
ship's master,1,1.56311E-05
ship's mate (merchant navy),1,1.56311E-05
ship's steward,1,1.56311E-05
"ship's steward, merchant navy",1,1.56311E-05
ship's stoker,3,4.68933E-05
shipbroker,4,6.25244E-05
shipbrokers clerk,2,3.12622E-05
shipbuilder,3,4.68933E-05
shipbuilder & shipwright foreman,1,1.56311E-05
shipbuilder's manager,1,1.56311E-05
shipbuilders clerk,1,1.56311E-05
shipbuilders labourer,1,1.56311E-05
shipbuilders storekeeper,1,1.56311E-05
shipbuilding,1,1.56311E-05
shipmaster,8,0.000125049
shipowner,8,0.000125049
shipper,1,1.56311E-05
shipping,2,3.12622E-05
shipping & dry dock agent,2,3.12622E-05
shipping agent,6,9.37866E-05
shipping clerk,22,0.000343884
shipping federation worker,1,1.56311E-05
shipping manager,1,1.56311E-05
shipping master,1,1.56311E-05
shipping office clerk,2,3.12622E-05
shipping warehouseman,1,1.56311E-05
ships captain,3,4.68933E-05
ships captain & owner,1,1.56311E-05
ships carpenter,19,0.000296991
ships carpenter rn,1,1.56311E-05
"ships carpenter, seagoing",1,1.56311E-05
ships caulker,4,6.25244E-05
ships chandler,1,1.56311E-05
ships chandler gunsmith / shopkeeper,1,1.56311E-05
ships clerk,3,4.68933E-05
ships cook,2,3.12622E-05
ships draughtsman,1,1.56311E-05
ships engine driver,1,1.56311E-05
ships engineer,2,3.12622E-05
"ships engineer, royal navy",1,1.56311E-05
ships fireman,1,1.56311E-05
ships joiner,4,6.25244E-05
ships labourer,2,3.12622E-05
ships master,2,3.12622E-05
ships master & shipowner,1,1.56311E-05
ships mate,2,3.12622E-05
ships mater,1,1.56311E-05
ships officer,1,1.56311E-05
ships painter,4,6.25244E-05
ships plater,3,4.68933E-05
ships radio officer,1,1.56311E-05
ships steward,14,0.000218835
ships steward - mn,1,1.56311E-05
ships steward rn,1,1.56311E-05
ships stoker,1,1.56311E-05
ships surgeon,1,1.56311E-05
ships surveyor,1,1.56311E-05
ships waiter,2,3.12622E-05
shipsmith,2,3.12622E-05
shipsrigger,1,1.56311E-05
shipwright,154,0.00240719
shipwright (hm dockyard),12,0.000187573
shipwright (rn),1,1.56311E-05
shipwright foreman,2,3.12622E-05
shipwright naval,1,1.56311E-05
shipwright rn,2,3.12622E-05
"shipwright, preventive service",2,3.12622E-05
"shipwright, royal navy",2,3.12622E-05
shipwright's labourer,1,1.56311E-05
shipyard,1,1.56311E-05
shipyard blacksmith,2,3.12622E-05
shipyard fitter,1,1.56311E-05
shipyard gatekeeper,1,1.56311E-05
shipyard labourer,3,4.68933E-05
shipyard manager,1,1.56311E-05
shirt collar maker,1,1.56311E-05
shirt factory worker,2,3.12622E-05
shirt machinist,1,1.56311E-05
shirt maker,1,1.56311E-05
shirt makers machinist,1,1.56311E-05
shirt manufacturer,3,4.68933E-05
shirtsmith,1,1.56311E-05
shoe / bootmaker,1,1.56311E-05
shoe & boot factory clicker,1,1.56311E-05
shoe agent,1,1.56311E-05
shoe and patten maker,1,1.56311E-05
shoe binder,3,4.68933E-05
shoe clicker,5,7.81555E-05
shoe closer,7,0.000109418
shoe craftsman,1,1.56311E-05
shoe dealer,3,4.68933E-05
shoe factory clerk,1,1.56311E-05
shoe factory manager,1,1.56311E-05
shoe finisher,14,0.000218835
shoe finishings manager,2,3.12622E-05
shoe fitter,4,6.25244E-05
shoe hand,10,0.000156311
shoe laster,6,9.37866E-05
shoe machinist,4,6.25244E-05
shoe machinist operator,1,1.56311E-05
shoe machinist top stitcher,1,1.56311E-05
shoe maker,89,0.001391168
shoe maker and repairer,2,3.12622E-05
shoe maker rivetter,1,1.56311E-05
shoe maker shopkeeper,1,1.56311E-05
shoe manufacturer,4,6.25244E-05
shoe mercers,1,1.56311E-05
shoe operative,3,4.68933E-05
shoe operative in factory,1,1.56311E-05
shoe operator,1,1.56311E-05
shoe pressman,2,3.12622E-05
shoe production worker,1,1.56311E-05
shoe retailer,3,4.68933E-05
shoe rivetter,5,7.81555E-05
shoe salesman,1,1.56311E-05
shoe shop assistant,4,6.25244E-05
shoe shop manager,5,7.81555E-05
shoe shop manageress,1,1.56311E-05
shoe shop owner,2,3.12622E-05
shoe shop saleswoman,1,1.56311E-05
shoe shopkeeper,1,1.56311E-05
shoe top fitter,1,1.56311E-05
shoe trade,1,1.56311E-05
shoe trade worker,1,1.56311E-05
"shoe trade, boot operator",1,1.56311E-05
shoe trimmer,1,1.56311E-05
shoe warehouseman,1,1.56311E-05
shoe worker upper maker,1,1.56311E-05
shoebinder,9,0.00014068
shoefinisher,3,4.68933E-05
shoehand,6,9.37866E-05
shoeing smith,3,4.68933E-05
shoemaker,766,0.011973427
shoemaker (cordwainer),1,1.56311E-05
shoemaker (master),1,1.56311E-05
shoemaker & cordwainer,1,1.56311E-05
shoemaker and clogger,1,1.56311E-05
shoemaker and greengrocer,1,1.56311E-05
shoemaker and grocer,1,1.56311E-05
shoemaker and repairer,3,4.68933E-05
shoemaker apprentice,1,1.56311E-05
shoemaker/cordwainer,3,4.68933E-05
shoemaker/shop owner,1,1.56311E-05
shoemakers cutter,1,1.56311E-05
shoemaster,1,1.56311E-05
shoeworker,4,6.25244E-05
shomaker,1,1.56311E-05
shop & post office asst,1,1.56311E-05
shop assistant,143,0.002235248
shop assistant - chemists,1,1.56311E-05
shop assistant - greengrocers,1,1.56311E-05
shop assistant - grocery,1,1.56311E-05
shop assistant (confectioners),2,3.12622E-05
shop assistant (drapers),1,1.56311E-05
shop assistant (fish & chips),1,1.56311E-05
shop assistant (grocer),1,1.56311E-05
shop assistant (millinery),1,1.56311E-05
shop assistant bench maker,1,1.56311E-05
shop assistant drapery,1,1.56311E-05
shop assistant in greengrocer's,1,1.56311E-05
shop assistant in jewellers,1,1.56311E-05
shop assistant in post office,1,1.56311E-05
shop assistant with co-op,1,1.56311E-05
"shop assistant, drapers",1,1.56311E-05
"shop assistant, grocers",2,3.12622E-05
"shop assistant, jewellers",1,1.56311E-05
"shop assistant, lace",1,1.56311E-05
shop buyer,1,1.56311E-05
shop cashier,1,1.56311E-05
shop fitter,2,3.12622E-05
shop floor supervisor,1,1.56311E-05
shop girl,1,1.56311E-05
shop help,2,3.12622E-05
shop keeper,22,0.000343884
shop keeper - off licence,1,1.56311E-05
shop keeper (confectioner and grocer),1,1.56311E-05
"shop keeper (sweets, tobacco, groceries)",1,1.56311E-05
shop keeper sweets and groceries,1,1.56311E-05
"shop keeper, provisions",1,1.56311E-05
shop maid,1,1.56311E-05
shop manager,4,6.25244E-05
shop manageress,3,4.68933E-05
shop manageress (bakery),1,1.56311E-05
shop owner,2,3.12622E-05
shop proprietor,1,1.56311E-05
shop servant,1,1.56311E-05
shop supervisor,1,1.56311E-05
shop worker,11,0.000171942
shopfitter,2,3.12622E-05
shopgirl,1,1.56311E-05
shopkeeper,91,0.001422431
shopkeeper - owned village shop,1,1.56311E-05
shopkeeper - wet fish / fish & chips,1,1.56311E-05
shopkeeper (general stores),1,1.56311E-05
shopkeeper (small general dealer),1,1.56311E-05
shopkeeper [grocer],1,1.56311E-05
shopkeeper / stall holder,1,1.56311E-05
shopkeeper and butcher,1,1.56311E-05
shopkeeper confectioner,1,1.56311E-05
shopkeeper general store,1,1.56311E-05
"shopkeeper, fruits & flowers",1,1.56311E-05
"shopkeeper, general stores",1,1.56311E-05
"shopkeeper, groceries and confectionaries (own bus",1,1.56311E-05
"shopkeeper, grocery & drapery",1,1.56311E-05
shopman,13,0.000203204
shopman bakery,1,1.56311E-05
shopowner,1,1.56311E-05
shops girl,1,1.56311E-05
shops owner,1,1.56311E-05
shopworker,4,6.25244E-05
shore shipping staff,1,1.56311E-05
shores biscuit factory,1,1.56311E-05
short hand typist,3,4.68933E-05
short hand typist in civil servant,1,1.56311E-05
"short hand typist, county council",1,1.56311E-05
shorthand typewriter at cycle company,1,1.56311E-05
shorthand typist,51,0.000797186
shorthand typist & book keeper,1,1.56311E-05
shorthand typist and book keeper,1,1.56311E-05
shorthand typist in air ministry,1,1.56311E-05
shorthand typist insurance co,1,1.56311E-05
"shorthand typist, brewery",1,1.56311E-05
"shorthand typist, newspaper",1,1.56311E-05
"shorthand typist, port of london authority",1,1.56311E-05
shorthand writer,2,3.12622E-05
shorthand writer and book keeper,1,1.56311E-05
shorthand-typist,1,1.56311E-05
shorthhand typist to deputy town clerk,1,1.56311E-05
shotworker,1,1.56311E-05
shovel maker,1,1.56311E-05
showroom assistant,1,1.56311E-05
shrimp dealer,1,1.56311E-05
shrimper,1,1.56311E-05
shunter,6,9.37866E-05
shuttle maker,2,3.12622E-05
sickle smith,3,4.68933E-05
sicklemaker,1,1.56311E-05
sicklesmith,1,1.56311E-05
sign writer,3,4.68933E-05
signal fitter (railways),1,1.56311E-05
signaller,1,1.56311E-05
signalman,17,0.000265729
signalman in army,1,1.56311E-05
signalman rn,1,1.56311E-05
"signalman, rn",2,3.12622E-05
signwriter,3,4.68933E-05
signwriting contractor,1,1.56311E-05
silk and ribbon manufacturer,1,1.56311E-05
silk broker,2,3.12622E-05
silk cloth dresser,1,1.56311E-05
silk comber,1,1.56311E-05
silk dealer,2,3.12622E-05
silk doubler,1,1.56311E-05
silk drawer,1,1.56311E-05
silk dresser,6,9.37866E-05
silk dyer,13,0.000203204
silk hand,1,1.56311E-05
silk maker,1,1.56311E-05
silk manufacturer,2,3.12622E-05
silk mercer,3,4.68933E-05
silk mercer & draper,1,1.56311E-05
silk mercer and draper,1,1.56311E-05
silk merchant,5,7.81555E-05
silk mill hand,2,3.12622E-05
silk mill operative,1,1.56311E-05
silk mill operator,1,1.56311E-05
silk operative,1,1.56311E-05
silk picker,2,3.12622E-05
silk piecer,1,1.56311E-05
silk printer,4,6.25244E-05
silk spinner,2,3.12622E-05
silk steward,1,1.56311E-05
silk thosler,1,1.56311E-05
silk throuser,1,1.56311E-05
silk thrower,1,1.56311E-05
silk throwster,4,6.25244E-05
silk twister,1,1.56311E-05
silk velvet weaver,1,1.56311E-05
silk warper,4,6.25244E-05
silk weaver,45,0.0007034
silk weavers overlooker,2,3.12622E-05
silk winder,5,7.81555E-05
silk worker,2,3.12622E-05
"silk, wool & cotton manufacturing worker",2,3.12622E-05
silver and gold plater,1,1.56311E-05
silver buffer,1,1.56311E-05
silver caster,2,3.12622E-05
silver letter manufacturer,1,1.56311E-05
silver plate polisher,1,1.56311E-05
silver plate polisher (electro),1,1.56311E-05
silver plater,4,6.25244E-05
silver smith,2,3.12622E-05
silver smith polisher,1,1.56311E-05
silver smiths burnisher,1,1.56311E-05
silver stamper,4,6.25244E-05
silverplater,3,4.68933E-05
silversmith,23,0.000359515
silversmith pen maker,1,1.56311E-05
silversmiths salesman,1,1.56311E-05
singer,1,1.56311E-05
singer (prima donna),1,1.56311E-05
singer & dancer,2,3.12622E-05
sinker,3,4.68933E-05
site engineer,1,1.56311E-05
site foreman,2,3.12622E-05
siversmith,2,3.12622E-05
sizer,3,4.68933E-05
skimmer,1,1.56311E-05
skin buyer,1,1.56311E-05
skin merchant,1,1.56311E-05
skinmans skinner,1,1.56311E-05
skinner,11,0.000171942
skinner & tanner,1,1.56311E-05
skip maker,2,3.12622E-05
skip manufacturer,1,1.56311E-05
skipper,6,9.37866E-05
slate and building merchant,1,1.56311E-05
slate dealer,1,1.56311E-05
slate enameller,1,1.56311E-05
slate mason,1,1.56311E-05
slate merchant,4,6.25244E-05
slate namillen,1,1.56311E-05
slate quarrier,4,6.25244E-05
slate quarry labourer,1,1.56311E-05
slate quarry worker,1,1.56311E-05
slate quarryman,2,3.12622E-05
slate quarryman (slitter),1,1.56311E-05
slate river,2,3.12622E-05
slate river (slitter),1,1.56311E-05
slategetter,1,1.56311E-05
slater,27,0.00042204
slater master,1,1.56311E-05
slater's labourer,1,1.56311E-05
slater/mason,1,1.56311E-05
slaters labourer,2,3.12622E-05
slave commissioner,1,1.56311E-05
slay maker,1,1.56311E-05
slipper finisher,2,3.12622E-05
slipper maker,4,6.25244E-05
slipper merchant,1,1.56311E-05
sloopman,4,6.25244E-05
slop seller,2,3.12622E-05
slubber,8,0.000125049
slubber (woollen trade),1,1.56311E-05
sluice gatekeeper,1,1.56311E-05
sluice keeper,1,1.56311E-05
small farmer,21,0.000328253
small holder,8,0.000125049
"small holder, pig breeder",1,1.56311E-05
small poultry farmer,1,1.56311E-05
small tenant farmer,1,1.56311E-05
smallholder,12,0.000187573
smallholder & pig farmer,1,1.56311E-05
smallware dealer,3,4.68933E-05
smallware weaver (probably tape),1,1.56311E-05
smallwear weaver (cotton trade),1,1.56311E-05
smelter,5,7.81555E-05
smith,151,0.002360297
smith (iron works),1,1.56311E-05
smith at iron foundry,1,1.56311E-05
smith engine fitter,1,1.56311E-05
smith fitter,1,1.56311E-05
smith's labourer,1,1.56311E-05
smith's striker,1,1.56311E-05
smith/forgeman,1,1.56311E-05
smiths fireman,1,1.56311E-05
"smiths shop foreman, carriage works",1,1.56311E-05
smiths striker,3,4.68933E-05
smiths striker (railway factory),1,1.56311E-05
snr commissariat officer,1,1.56311E-05
snuffer maker,2,3.12622E-05
soap and pomade manufacturer,2,3.12622E-05
soap boiler,5,7.81555E-05
soap factor,1,1.56311E-05
soap maker,3,4.68933E-05
soap manufacturer,1,1.56311E-05
soap works labourer,2,3.12622E-05
soapboiler,1,1.56311E-05
social services,1,1.56311E-05
social worker,1,1.56311E-05
sock-hand,1,1.56311E-05
soda water bottler,1,1.56311E-05
soda water manufacturer,1,1.56311E-05
soda water seller,1,1.56311E-05
soldier,158,0.002469715
soldier - bugle major,1,1.56311E-05
soldier - hussars,1,1.56311E-05
soldier - l/cpl coldstream guards,1,1.56311E-05
soldier - lieutenant,1,1.56311E-05
soldier - royal marines,1,1.56311E-05
soldier - sargeant 2nd queens own royal west surre,1,1.56311E-05
soldier - sgt,2,3.12622E-05
soldier (butcher journeyman),1,1.56311E-05
soldier (proffesional),1,1.56311E-05
soldier (r.a.m.c.),1,1.56311E-05
soldier in hm forces,1,1.56311E-05
soldier in militia,1,1.56311E-05
soldier in royal engineers,1,1.56311E-05
soldier in royal rifles,1,1.56311E-05
soldier in royal staffordshire corps,1,1.56311E-05
soldier of british army of the rhine,1,1.56311E-05
soldier or railway porter,1,1.56311E-05
soldier private,1,1.56311E-05
soldier rasc,1,1.56311E-05
"soldier, ""taxi"" driver",1,1.56311E-05
"soldier, bombadier in royal artillery",1,1.56311E-05
"soldier, corporal",1,1.56311E-05
"soldier, private",2,3.12622E-05
"soldier, railway pioneer regiment",1,1.56311E-05
"soldier, royal artillery",1,1.56311E-05
"soldier, royal corps of signals, armoured brigade",1,1.56311E-05
solicitor,150,0.002344666
solicitor (railway),1,1.56311E-05
solicitor and attorney at law,2,3.12622E-05
solicitor judge advocate,1,1.56311E-05
"solicitor, landowner",1,1.56311E-05
solicitor's clerk,10,0.000156311
solicitor/barrister at law,1,1.56311E-05
solicitors clerk,44,0.000687769
solicitors clerk/cashier,1,1.56311E-05
solicitors manager,1,1.56311E-05
solicitors managing clerk,1,1.56311E-05
solicitors secretary,1,1.56311E-05
songwriter,1,1.56311E-05
sorter,3,4.68933E-05
sorter and telegraph clerk,1,1.56311E-05
sorting clerk,1,1.56311E-05
sorting clerk (post office),1,1.56311E-05
sorting clerk and telegraphist (post office),1,1.56311E-05
sorting clerk telegraphist (post office),1,1.56311E-05
sorting office in post office,1,1.56311E-05
soubrette and dancer,1,1.56311E-05
spade turner,1,1.56311E-05
spademaker,2,3.12622E-05
spademan,1,1.56311E-05
sparring partner to boxer,1,1.56311E-05
spectacle maker,5,7.81555E-05
speed tenter (cotton mill),2,3.12622E-05
spice maker,2,3.12622E-05
spindle and fly maker,1,1.56311E-05
spindle fly maker,1,1.56311E-05
spindle maker,5,7.81555E-05
spindlemaker,3,4.68933E-05
spinner,89,0.001391168
spinner (cotton mill),4,6.25244E-05
spinner (cotton),7,0.000109418
spinner (flax mill),1,1.56311E-05
spinning overlooker,2,3.12622E-05
spirit dealer,1,1.56311E-05
spirit dealers shopman,1,1.56311E-05
spirit merchant,4,6.25244E-05
spirit salesman and publican,1,1.56311E-05
spirit vaults manager,2,3.12622E-05
splint cutter,2,3.12622E-05
spool winder cotton mill,1,1.56311E-05
spooler,1,1.56311E-05
spoon and fork dresser,2,3.12622E-05
spoon and fork stamper,2,3.12622E-05
spoon maker,2,3.12622E-05
sports ground manager,1,1.56311E-05
sports groundsman,1,1.56311E-05
sportswear factory worker,1,1.56311E-05
spring bar maker,2,3.12622E-05
spring drawer,1,1.56311E-05
spring forger,1,1.56311E-05
spring hook maker,3,4.68933E-05
spring knife cutler,13,0.000203204
spring knife cutler little mester,1,1.56311E-05
spring knife cutter,1,1.56311E-05
spring maker,6,9.37866E-05
spring maker (colliery wagons),1,1.56311E-05
spur box maker,1,1.56311E-05
spur maker,2,3.12622E-05
squadron leader raf education branch,1,1.56311E-05
"squatter, 14000 acres, horses and cattle",1,1.56311E-05
"squire, justice of the peace",1,1.56311E-05
stable keeper,2,3.12622E-05
stableman,3,4.68933E-05
stableman & groom,1,1.56311E-05
"staff corps, colonel",1,1.56311E-05
staff nurse,2,3.12622E-05
"staff nurse, state registered",1,1.56311E-05
"staff paymaster, royal navy",1,1.56311E-05
staff sergeant royal artillery,1,1.56311E-05
"staff sergeant, royal engineers, army service",1,1.56311E-05
staff surgeon  (army),1,1.56311E-05
stage,1,1.56311E-05
stage dancer,2,3.12622E-05
stagecoachman,1,1.56311E-05
staircase handrail maker,1,1.56311E-05
stall holder,1,1.56311E-05
stamper,5,7.81555E-05
starch employee,1,1.56311E-05
starch factory worker,1,1.56311E-05
starch worker,1,1.56311E-05
starcher,3,4.68933E-05
state registered nurse,7,0.000109418
statesman,1,1.56311E-05
station book stall manager,1,1.56311E-05
station clerk,1,1.56311E-05
station foreman,1,1.56311E-05
station master,32,0.000500195
stationary engine driver,6,9.37866E-05
stationary engine driver (railway works),2,3.12622E-05
"stationary engine driver, railway works",1,1.56311E-05
stationary engine tenter,2,3.12622E-05
stationary engineman,3,4.68933E-05
stationary manager,1,1.56311E-05
stationer,46,0.000719031
stationer & printer,2,3.12622E-05
stationer and newsagent,2,3.12622E-05
stationer and printer,1,1.56311E-05
stationer and tobacconist,2,3.12622E-05
stationer's assistant,1,1.56311E-05
stationers assistant,5,7.81555E-05
stationers manageress,1,1.56311E-05
stationers paper ruler,2,3.12622E-05
stationers sales assistant,2,3.12622E-05
stationery keeper (assurance co.),1,1.56311E-05
stationmaster,2,3.12622E-05
statistical clerk (solicitors office),1,1.56311E-05
statuary,3,4.68933E-05
statuary & master mason,1,1.56311E-05
statuary mason,2,3.12622E-05
stay busk manufacturer,1,1.56311E-05
stay machinist,1,1.56311E-05
stay maker,2,3.12622E-05
stay manufacturer,2,3.12622E-05
staymaker,8,0.000125049
steam boiler manufacturer,1,1.56311E-05
steam crane driver,2,3.12622E-05
steam engine boiler maker,1,1.56311E-05
steam engine driver,1,1.56311E-05
steam engine driver (roads),1,1.56311E-05
steam engine fitter,1,1.56311E-05
steam locomotive driver,1,1.56311E-05
steam loom weaver,5,7.81555E-05
steam navvie operator,1,1.56311E-05
steam plough maker,1,1.56311E-05
steam plough repair engineer,1,1.56311E-05
steam roller driver,1,1.56311E-05
steam tug stoker,3,4.68933E-05
steamship steward,1,1.56311E-05
steel & wire ropemaker,1,1.56311E-05
steel and cutlery manufacturer,1,1.56311E-05
steel erector,1,1.56311E-05
steel forgeman,2,3.12622E-05
steel founder,1,1.56311E-05
steel foundry moulder,3,4.68933E-05
steel industry,1,1.56311E-05
steel labourer,1,1.56311E-05
steel machinist,1,1.56311E-05
steel maker,1,1.56311E-05
steel manufacturer,2,3.12622E-05
steel melter,1,1.56311E-05
steel mill worker,2,3.12622E-05
steel pen maker,2,3.12622E-05
steel plate layer,1,1.56311E-05
steel roller,4,6.25244E-05
steel smelter,1,1.56311E-05
steel tilter,1,1.56311E-05
steel toy finisher,1,1.56311E-05
steel toy maker,6,9.37866E-05
steel turner,1,1.56311E-05
steel worker,7,0.000109418
steel worker (weigher),1,1.56311E-05
steel works chemist,1,1.56311E-05
steel works labourer,1,1.56311E-05
steelmelter,1,1.56311E-05
steelworker,14,0.000218835
steelworks engineer,1,1.56311E-05
steelworks foreman,1,1.56311E-05
steelworks furnaceman,2,3.12622E-05
steelworks lab,1,1.56311E-05
steelworks maintenance engineer,1,1.56311E-05
steeplejack,2,3.12622E-05
steerer,2,3.12622E-05
stenographer,1,1.56311E-05
stenotyper,1,1.56311E-05
stereographer,1,1.56311E-05
stereotyper,5,7.81555E-05
stevedore,12,0.000187573
stevedores clerk,1,1.56311E-05
steward,21,0.000328253
steward - merchant service,1,1.56311E-05
steward & caterer - merchant navy,1,1.56311E-05
steward wrns,1,1.56311E-05
"steward, ferries",1,1.56311E-05
stick chopper,1,1.56311E-05
stick maker,2,3.12622E-05
stickmaker,1,1.56311E-05
stillroom maid,1,1.56311E-05
stitcher,2,3.12622E-05
stock & shipping clerk,1,1.56311E-05
stock broker,1,1.56311E-05
stock broker's clerk,1,1.56311E-05
stock broker's office manager,1,1.56311E-05
stock cutter,1,1.56311E-05
stock dealer,1,1.56311E-05
stock exchange clerk,1,1.56311E-05
stock jobber,2,3.12622E-05
stock keeper,2,3.12622E-05
stockbroker,7,0.000109418
stockbrokers clerk,7,0.000109418
stockfitter,1,1.56311E-05
